T04,International migrants and refugees,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
826,United Kingdom,2024,International migrant stock: Both sexes (number),"11,845,479","Including refugees.;For statistical purposes, the international migrant population includes persons born in Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Gibraltar, Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
826,United Kingdom,2024,International migrant stock: Both sexes (% total population),17.1,"Including refugees.;For statistical purposes, the international migrant population includes persons born in Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Gibraltar, Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
826,United Kingdom,2024,International migrant stock: Male (% total Population),17.9,"Including refugees.;For statistical purposes, the international migrant population includes persons born in Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Gibraltar, Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
826,United Kingdom,2024,International migrant stock: Female (% total Population),16.4,"Including refugees.;For statistical purposes, the international migrant population includes persons born in Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Gibraltar, Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
826,United Kingdom,2024,Total refugees and people in refugee-like situations (number),"482,780",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
826,United Kingdom,2024,"Asylum seekers, including pending cases (number)","128,285","The UK’s stateless figures show the number of stateless individuals recognised through the UK's stateless determination procedure since it began in 2013. In previous years, this figure has been calculated by adding all grants of stateless leave. This resulted in unavoidable double counting for stateless individuals who were applying for further statelessness leave after the expiry of their initial grant of leave. The UK Government has now provided data for initial and subsequent grants. The subsequent grants have therefore been removed from the previous cumulative figure between 2013 - 2018. Since 2019, the cumulative figure now only includes initial grants of leave following individuals’ recognition as stateless. As of mid-2024, the total number of individuals recognised under UK’s statelessness determination procedure is 394. UNHCR further provides the number of asylum-seekers and refugees whose nationality has been recorded as ‘stateless’ as part of the asylum process. For this group there has been no formal determination that they are stateless.","United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
826,United Kingdom,2024,Other of concern to UNHCR (number),"4,829",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
826,United Kingdom,2024,Total population of concern to UNHCR (number),"611,459","The UK’s stateless figures show the number of stateless individuals recognised through the UK's stateless determination procedure since it began in 2013. In previous years, this figure has been calculated by adding all grants of stateless leave. This resulted in unavoidable double counting for stateless individuals who were applying for further statelessness leave after the expiry of their initial grant of leave. The UK Government has now provided data for initial and subsequent grants. The subsequent grants have therefore been removed from the previous cumulative figure between 2013 - 2018. Since 2019, the cumulative figure now only includes initial grants of leave following individuals’ recognition as stateless. As of mid-2024, the total number of individuals recognised under UK’s statelessness determination procedure is 394. UNHCR further provides the number of asylum-seekers and refugees whose nationality has been recorded as ‘stateless’ as part of the asylum process. For this group there has been no formal determination that they are stateless.","United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
834,United Rep. of Tanzania,2005,International migrant stock: Both sexes (number),"771,153",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
834,United Rep. of Tanzania,2005,International migrant stock: Both sexes (% total population),2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
834,United Rep. of Tanzania,2005,International migrant stock: Male (% total Population),2.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
834,United Rep. of Tanzania,2005,International migrant stock: Female (% total Population),1.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
834,United Rep. of Tanzania,2005,Total refugees and people in refugee-like situations (number),"548,824",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
834,United Rep. of Tanzania,2005,"Asylum seekers, including pending cases (number)",307,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
834,United Rep. of Tanzania,2005,Other of concern to UNHCR (number),"81,519",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
834,United Rep. of Tanzania,2005,Total population of concern to UNHCR (number),"630,650",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
834,United Rep. of Tanzania,2010,International migrant stock: Both sexes (number),"309,847",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
834,United Rep. of Tanzania,2010,International migrant stock: Both sexes (% total population),0.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
834,United Rep. of Tanzania,2010,International migrant stock: Male (% total Population),0.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
834,United Rep. of Tanzania,2010,International migrant stock: Female (% total Population),0.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
834,United Rep. of Tanzania,2010,Total refugees and people in refugee-like situations (number),"109,286",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
834,United Rep. of Tanzania,2010,"Asylum seekers, including pending cases (number)","1,247",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
834,United Rep. of Tanzania,2010,Other of concern to UNHCR (number),"163,269",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
834,United Rep. of Tanzania,2010,Total population of concern to UNHCR (number),"273,802",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
834,United Rep. of Tanzania,2015,International migrant stock: Both sexes (number),"384,567",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
834,United Rep. of Tanzania,2015,International migrant stock: Both sexes (% total population),0.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
834,United Rep. of Tanzania,2015,International migrant stock: Male (% total Population),0.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
834,United Rep. of Tanzania,2015,International migrant stock: Female (% total Population),0.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
834,United Rep. of Tanzania,2015,Total refugees and people in refugee-like situations (number),"159,014",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
834,United Rep. of Tanzania,2015,"Asylum seekers, including pending cases (number)","1,150",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
834,United Rep. of Tanzania,2015,Other of concern to UNHCR (number),"168,019",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
834,United Rep. of Tanzania,2015,Total population of concern to UNHCR (number),"328,183",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
834,United Rep. of Tanzania,2024,International migrant stock: Both sexes (number),"462,371",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
834,United Rep. of Tanzania,2024,International migrant stock: Both sexes (% total population),0.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
834,United Rep. of Tanzania,2024,International migrant stock: Male (% total Population),0.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
834,United Rep. of Tanzania,2024,International migrant stock: Female (% total Population),0.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
834,United Rep. of Tanzania,2024,Total refugees and people in refugee-like situations (number),"182,935",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
834,United Rep. of Tanzania,2024,"Asylum seekers, including pending cases (number)","41,121",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
834,United Rep. of Tanzania,2024,Other of concern to UNHCR (number),"12,539",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
834,United Rep. of Tanzania,2024,Total population of concern to UNHCR (number),"236,595",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
840,United States of America,2005,International migrant stock: Both sexes (number),"39,545,828","For statistical purposes, the international migrant population includes persons born in Puerto Rico, Guam, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
840,United States of America,2005,International migrant stock: Both sexes (% total population),13.4,"For statistical purposes, the international migrant population includes persons born in Puerto Rico, Guam, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
840,United States of America,2005,International migrant stock: Male (% total Population),13.4,"For statistical purposes, the international migrant population includes persons born in Puerto Rico, Guam, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
840,United States of America,2005,International migrant stock: Female (% total Population),13.3,"For statistical purposes, the international migrant population includes persons born in Puerto Rico, Guam, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
840,United States of America,2005,Total refugees and people in refugee-like situations (number),"379,340",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
840,United States of America,2005,"Asylum seekers, including pending cases (number)","169,743",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
840,United States of America,2005,Other of concern to UNHCR (number),76,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
840,United States of America,2010,International migrant stock: Both sexes (number),"43,947,211","For statistical purposes, the international migrant population includes persons born in Puerto Rico, Guam, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
840,United States of America,2010,International migrant stock: Both sexes (% total population),14.1,"For statistical purposes, the international migrant population includes persons born in Puerto Rico, Guam, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
840,United States of America,2010,International migrant stock: Male (% total Population),13.9,"For statistical purposes, the international migrant population includes persons born in Puerto Rico, Guam, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
840,United States of America,2010,International migrant stock: Female (% total Population),14.3,"For statistical purposes, the international migrant population includes persons born in Puerto Rico, Guam, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
840,United States of America,2010,Total refugees and people in refugee-like situations (number),"264,569",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
840,United States of America,2010,"Asylum seekers, including pending cases (number)","6,285",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
840,United States of America,2010,Other of concern to UNHCR (number),89,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
840,United States of America,2015,International migrant stock: Both sexes (number),"47,942,986","For statistical purposes, the international migrant population includes persons born in Puerto Rico, Guam, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
840,United States of America,2015,International migrant stock: Both sexes (% total population),14.7,"For statistical purposes, the international migrant population includes persons born in Puerto Rico, Guam, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
840,United States of America,2015,International migrant stock: Male (% total Population),14.3,"For statistical purposes, the international migrant population includes persons born in Puerto Rico, Guam, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
840,United States of America,2015,International migrant stock: Female (% total Population),15.1,"For statistical purposes, the international migrant population includes persons born in Puerto Rico, Guam, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
840,United States of America,2015,Total refugees and people in refugee-like situations (number),"267,222",Estimate.;Data relates to the end of 2014.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
840,United States of America,2015,"Asylum seekers, including pending cases (number)","224,508",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
840,United States of America,2015,Total population of concern to UNHCR (number),"491,730",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
840,United States of America,2023,Total refugees and people in refugee-like situations (number),"389,335",The United States of America has also offered temporary status in certain circumstances to people in need of international protection. UNHCR is in discussions with the U.S. government about how to best reflect such datapoints for all relevant populations in future reporting cycles.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
840,United States of America,2023,"Asylum seekers, including pending cases (number)","2,195,300",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
840,United States of America,2023,Other of concern to UNHCR (number),0,No data was available for stateless persons residing in the United States of America.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
840,United States of America,2023,Total population of concern to UNHCR (number),"2,584,635",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
840,United States of America,2024,International migrant stock: Both sexes (number),"52,375,047","For statistical purposes, the international migrant population includes persons born in Puerto Rico, Guam, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
840,United States of America,2024,International migrant stock: Both sexes (% total population),15.2,"For statistical purposes, the international migrant population includes persons born in Puerto Rico, Guam, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
840,United States of America,2024,International migrant stock: Male (% total Population),14.8,"For statistical purposes, the international migrant population includes persons born in Puerto Rico, Guam, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
840,United States of America,2024,International migrant stock: Female (% total Population),15.6,"For statistical purposes, the international migrant population includes persons born in Puerto Rico, Guam, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
840,United States of America,2024,Total refugees and people in refugee-like situations (number),"435,333",The United States of America has also offered temporary status in certain circumstances to people in need of international protection. UNHCR is in discussions with the U.S. government about how to best reflect such datapoints for all relevant populations in future reporting cycles.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
840,United States of America,2024,"Asylum seekers, including pending cases (number)","3,184,161",The United States of America has also offered temporary status in certain circumstances to people in need of international protection. UNHCR is in discussions with the U.S. government about how to best reflect such datapoints for all relevant populations in future reporting cycles.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
840,United States of America,2024,Total population of concern to UNHCR (number),"3,619,494",The United States of America has also offered temporary status in certain circumstances to people in need of international protection. UNHCR is in discussions with the U.S. government about how to best reflect such datapoints for all relevant populations in future reporting cycles.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
850,United States Virgin Islands,2005,International migrant stock: Both sexes (number),"56,647","For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Guam, and Northern Mariana Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
850,United States Virgin Islands,2005,International migrant stock: Both sexes (% total population),52.6,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Guam, and Northern Mariana Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
850,United States Virgin Islands,2005,International migrant stock: Male (% total Population),52,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Guam, and Northern Mariana Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
850,United States Virgin Islands,2005,International migrant stock: Female (% total Population),53.3,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Guam, and Northern Mariana Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
850,United States Virgin Islands,2010,International migrant stock: Both sexes (number),"56,684","For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Guam, and Northern Mariana Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
850,United States Virgin Islands,2010,International migrant stock: Both sexes (% total population),53.3,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Guam, and Northern Mariana Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
850,United States Virgin Islands,2010,International migrant stock: Male (% total Population),52.6,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Guam, and Northern Mariana Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
850,United States Virgin Islands,2010,International migrant stock: Female (% total Population),54,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Guam, and Northern Mariana Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
850,United States Virgin Islands,2015,International migrant stock: Both sexes (number),"56,721","For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Guam, and Northern Mariana Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
850,United States Virgin Islands,2015,International migrant stock: Both sexes (% total population),56.6,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Guam, and Northern Mariana Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
850,United States Virgin Islands,2015,International migrant stock: Male (% total Population),55.6,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Guam, and Northern Mariana Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
850,United States Virgin Islands,2015,International migrant stock: Female (% total Population),57.5,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Guam, and Northern Mariana Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
850,United States Virgin Islands,2024,International migrant stock: Both sexes (number),"56,779","For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Guam, and Northern Mariana Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
850,United States Virgin Islands,2024,International migrant stock: Both sexes (% total population),66.9,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Guam, and Northern Mariana Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
850,United States Virgin Islands,2024,International migrant stock: Male (% total Population),66.2,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Guam, and Northern Mariana Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
850,United States Virgin Islands,2024,International migrant stock: Female (% total Population),67.5,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Guam, and Northern Mariana Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
858,Uruguay,2005,International migrant stock: Both sexes (number),"82,317",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
858,Uruguay,2005,International migrant stock: Both sexes (% total population),2.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
858,Uruguay,2005,International migrant stock: Male (% total Population),2.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
858,Uruguay,2005,International migrant stock: Female (% total Population),2.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
858,Uruguay,2005,Total refugees and people in refugee-like situations (number),121,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
858,Uruguay,2005,"Asylum seekers, including pending cases (number)",9,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
858,Uruguay,2005,Total population of concern to UNHCR (number),130,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
858,Uruguay,2010,International migrant stock: Both sexes (number),"76,303",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
858,Uruguay,2010,International migrant stock: Both sexes (% total population),2.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
858,Uruguay,2010,International migrant stock: Male (% total Population),2.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
858,Uruguay,2010,International migrant stock: Female (% total Population),2.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
858,Uruguay,2010,Total refugees and people in refugee-like situations (number),189,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
858,Uruguay,2010,"Asylum seekers, including pending cases (number)",40,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
858,Uruguay,2010,Total population of concern to UNHCR (number),229,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
858,Uruguay,2015,International migrant stock: Both sexes (number),"78,799",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
858,Uruguay,2015,International migrant stock: Both sexes (% total population),2.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
858,Uruguay,2015,International migrant stock: Male (% total Population),2.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
858,Uruguay,2015,International migrant stock: Female (% total Population),2.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
858,Uruguay,2015,Total refugees and people in refugee-like situations (number),289,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
858,Uruguay,2015,"Asylum seekers, including pending cases (number)",68,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
858,Uruguay,2015,Total population of concern to UNHCR (number),357,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
858,Uruguay,2024,International migrant stock: Both sexes (number),"160,064",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
858,Uruguay,2024,International migrant stock: Both sexes (% total population),4.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
858,Uruguay,2024,International migrant stock: Male (% total Population),4.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
858,Uruguay,2024,International migrant stock: Female (% total Population),4.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
858,Uruguay,2024,Total refugees and people in refugee-like situations (number),"1,302",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
858,Uruguay,2024,"Asylum seekers, including pending cases (number)","27,141",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
858,Uruguay,2024,Other of concern to UNHCR (number),"35,037",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
858,Uruguay,2024,Total population of concern to UNHCR (number),"63,475",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
860,Uzbekistan,2005,International migrant stock: Both sexes (number),"1,329,932",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
860,Uzbekistan,2005,International migrant stock: Both sexes (% total population),5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
860,Uzbekistan,2005,International migrant stock: Male (% total Population),4.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
860,Uzbekistan,2005,International migrant stock: Female (% total Population),5.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
860,Uzbekistan,2005,Total refugees and people in refugee-like situations (number),"43,950",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
860,Uzbekistan,2005,"Asylum seekers, including pending cases (number)",587,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
860,Uzbekistan,2005,Other of concern to UNHCR (number),5,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
860,Uzbekistan,2005,Total population of concern to UNHCR (number),"44,542",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
860,Uzbekistan,2010,International migrant stock: Both sexes (number),"1,220,149",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
860,Uzbekistan,2010,International migrant stock: Both sexes (% total population),4.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
860,Uzbekistan,2010,International migrant stock: Male (% total Population),3.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
860,Uzbekistan,2010,International migrant stock: Female (% total Population),4.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
